REF_AREA,Geographic area,INDICATOR,Indicator,SEX,Sex,WEALTH_QUINTILE,Wealth Quintile,SERIES_NAME,Series Name,SERIES_YEAR,Series Year,REGIONAL_GROUP,Regional group,TIME_PERIOD,OBS_VALUE,COUNTRY_NOTES,CONNECTION,DEATH_CATEGORY,CATEGORY,OBS_STATUS,Observation Status,UNIT_MEASURE,Unit of measure,SERIES_CATEGORY,Series Category,SERIES_TYPE,Series Type,STD_ERR,REF_DATE,AGE_GROUP_OF_WOMEN,Age Group of Women,TIME_SINCE_FIRST_BIRTH,Time Since First Birth,DEFINITION,INTERVAL,SERIES_METHOD,Series Method,LOWER_BOUND,UPPER_BOUND,STATUS,YEAR_TO_ACHIEVE,MODEL,Model Used
UNSDG_SUBSAHARANAFRICA,Sub-Saharan Africa,MRY0T4,Under-five mortality rate,_T,Total,_T,Total,UN_IGME,UN IGME estimate,2023,2023,,,1990-06,181.344910949701,,,,,A,Normal value,D_PER_1000_B,"Deaths per 1,000 live births",,,,,,1990.5,,,,,,1,,,177.666379433776,185.489383756519,,,,
UNSDG_SUBSAHARANAFRICA,Sub-Saharan Africa,MRY0T4,Under-five mortality rate,_T,Total,_T,Total,UN_IGME,UN IGME estimate,2023,2023,,,1991-06,184.472323667069,,,,,A,Normal value,D_PER_1000_B,"Deaths per 1,000 live births",,,,,,1991.5,,,,,,1,,,180.605977057792,189.259417533312,,,,
UNSDG_SUBSAHARANAFRICA,Sub-Saharan Africa,MRY0T4,Under-five mortality rate,_T,Total,_T,Total,UN_IGME,UN IGME estimate,2023,2023,,,1992-06,183.120764410722,,,,,A,Normal value,D_PER_1000_B,"Deaths per 1,000 live births",,,,,,1992.5,,,,,,1,,,179.370650534909,187.75174586756,,,,
UNSDG_SUBSAHARANAFRICA,Sub-Saharan Africa,MRY0T4,Under-five mortality rate,_T,Total,_T,Total,UN_IGME,UN IGME estimate,2023,2023,,,1993-06,177.312368328774,,,,,A,Normal value,D_PER_1000_B,"Deaths per 1,000 live births",,,,,,1993.5,,,,,,1,,,173.912562607391,181.383932223171,,,,
UNSDG_SUBSAHARANAFRICA,Sub-Saharan Africa,MRY0T4,Under-five mortality rate,_T,Total,_T,Total,UN_IGME,UN IGME estimate,2023,2023,,,1994-06,176.905153337152,,,,,A,Normal value,D_PER_1000_B,"Deaths per 1,000 live births",,,,,,1994.5,,,,,,1,,,173.568756213464,180.921590393826,,,,
UNSDG_SUBSAHARANAFRICA,Sub-Saharan Africa,MRY0T4,Under-five mortality rate,_T,Total,_T,Total,UN_IGME,UN IGME estimate,2023,2023,,,1995-06,172.15424529546,,,,,A,Normal value,D_PER_1000_B,"Deaths per 1,000 live births",,,,,,1995.5,,,,,,1,,,168.838821754581,176.146765050482,,,,
UNSDG_SUBSAHARANAFRICA,Sub-Saharan Africa,MRY0T4,Under-five mortality rate,_T,Total,_T,Total,UN_IGME,UN IGME estimate,2023,2023,,,1996-06,169.112332960674,,,,,A,Normal value,D_PER_1000_B,"Deaths per 1,000 live births",,,,,,1996.5,,,,,,1,,,165.831262315372,173.052418961707,,,,
UNSDG_SUBSAHARANAFRICA,Sub-Saharan Africa,MRY0T4,Under-five mortality rate,_T,Total,_T,Total,UN_IGME,UN IGME estimate,2023,2023,,,1997-06,165.805485065062,,,,,A,Normal value,D_PER_1000_B,"Deaths per 1,000 live births",,,,,,1997.5,,,,,,1,,,162.581810984435,169.626713172379,,,,
UNSDG_SUBSAHARANAFRICA,Sub-Saharan Africa,MRY0T4,Under-five mortality rate,_T,Total,_T,Total,UN_IGME,UN IGME estimate,2023,2023,,,1998-06,164.256061477332,,,,,A,Normal value,D_PER_1000_B,"Deaths per 1,000 live births",,,,,,1998.5,,,,,,1,,,161.061665901321,168.120406339068,,,,
UNSDG_SUBSAHARANAFRICA,Sub-Saharan Africa,MRY0T4,Under-five mortality rate,_T,Total,_T,Total,UN_IGME,UN IGME estimate,2023,2023,,,1999-06,157.008666969727,,,,,A,Normal value,D_PER_1000_B,"Deaths per 1,000 live births",,,,,,1999.5,,,,,,1,,,153.952675260964,160.670186882579,,,,
UNSDG_SUBSAHARANAFRICA,Sub-Saharan Africa,MRY0T4,Under-five mortality rate,_T,Total,_T,Total,UN_IGME,UN IGME estimate,2023,2023,,,2000-06,152.049057610136,,,,,A,Normal value,D_PER_1000_B,"Deaths per 1,000 live births",,,,,,2000.5,,,,,,1,,,149.047606954179,155.687434370676,,,,
UNSDG_SUBSAHARANAFRICA,Sub-Saharan Africa,MRY0T4,Under-five mortality rate,_T,Total,_T,Total,UN_IGME,UN IGME estimate,2023,2023,,,2001-06,146.824838458442,,,,,A,Normal value,D_PER_1000_B,"Deaths per 1,000 live births",,,,,,2001.5,,,,,,1,,,143.868749133404,150.393216410086,,,,
UNSDG_SUBSAHARANAFRICA,Sub-Saharan Africa,MRY0T4,Under-five mortality rate,_T,Total,_T,Total,UN_IGME,UN IGME estimate,2023,2023,,,2002-06,141.064538390198,,,,,A,Normal value,D_PER_1000_B,"Deaths per 1,000 live births",,,,,,2002.5,,,,,,1,,,138.177927042013,144.545148477203,,,,
UNSDG_SUBSAHARANAFRICA,Sub-Saharan Africa,MRY0T4,Under-five mortality rate,_T,Total,_T,Total,UN_IGME,UN IGME estimate,2023,2023,,,2003-06,135.504117524017,,,,,A,Normal value,D_PER_1000_B,"Deaths per 1,000 live births",,,,,,2003.5,,,,,,1,,,132.679129943817,138.901381328477,,,,
UNSDG_SUBSAHARANAFRICA,Sub-Saharan Africa,MRY0T4,Under-five mortality rate,_T,Total,_T,Total,UN_IGME,UN IGME estimate,2023,2023,,,2004-06,129.990357341292,,,,,A,Normal value,D_PER_1000_B,"Deaths per 1,000 live births",,,,,,2004.5,,,,,,1,,,127.17761705016,133.329640652484,,,,
UNSDG_SUBSAHARANAFRICA,Sub-Saharan Africa,MRY0T4,Under-five mortality rate,_T,Total,_T,Total,UN_IGME,UN IGME estimate,2023,2023,,,2005-06,124.544112800637,,,,,A,Normal value,D_PER_1000_B,"Deaths per 1,000 live births",,,,,,2005.5,,,,,,1,,,121.789856446151,127.867558784069,,,,
UNSDG_SUBSAHARANAFRICA,Sub-Saharan Africa,MRY0T4,Under-five mortality rate,_T,Total,_T,Total,UN_IGME,UN IGME estimate,2023,2023,,,2006-06,119.404166432798,,,,,A,Normal value,D_PER_1000_B,"Deaths per 1,000 live births",,,,,,2006.5,,,,,,1,,,116.654122699676,122.754202580238,,,,
UNSDG_SUBSAHARANAFRICA,Sub-Saharan Africa,MRY0T4,Under-five mortality rate,_T,Total,_T,Total,UN_IGME,UN IGME estimate,2023,2023,,,2007-06,114.528169599701,,,,,A,Normal value,D_PER_1000_B,"Deaths per 1,000 live births",,,,,,2007.5,,,,,,1,,,111.700835927005,117.974320885343,,,,
UNSDG_SUBSAHARANAFRICA,Sub-Saharan Africa,MRY0T4,Under-five mortality rate,_T,Total,_T,Total,UN_IGME,UN IGME estimate,2023,2023,,,2008-06,109.807931282069,,,,,A,Normal value,D_PER_1000_B,"Deaths per 1,000 live births",,,,,,2008.5,,,,,,1,,,106.819718444706,113.424394239543,,,,
UNSDG_SUBSAHARANAFRICA,Sub-Saharan Africa,MRY0T4,Under-five mortality rate,_T,Total,_T,Total,UN_IGME,UN IGME estimate,2023,2023,,,2009-06,108.046779063021,,,,,A,Normal value,D_PER_1000_B,"Deaths per 1,000 live births",,,,,,2009.5,,,,,,1,,,104.897348027832,111.916637104623,,,,
UNSDG_SUBSAHARANAFRICA,Sub-Saharan Africa,MRY0T4,Under-five mortality rate,_T,Total,_T,Total,UN_IGME,UN IGME estimate,2023,2023,,,2010-06,102.379817380694,,,,,A,Normal value,D_PER_1000_B,"Deaths per 1,000 live births",,,,,,2010.5,,,,,,1,,,99.0414855037596,106.626693440926,,,,
UNSDG_SUBSAHARANAFRICA,Sub-Saharan Africa,MRY0T4,Under-five mortality rate,_T,Total,_T,Total,UN_IGME,UN IGME estimate,2023,2023,,,2011-06,102.293645286162,,,,,A,Normal value,D_PER_1000_B,"Deaths per 1,000 live births",,,,,,2011.5,,,,,,1,,,98.1791984522119,108.343282034167,,,,
UNSDG_SUBSAHARANAFRICA,Sub-Saharan Africa,MRY0T4,Under-five mortality rate,_T,Total,_T,Total,UN_IGME,UN IGME estimate,2023,2023,,,2012-06,95.7678824260179,,,,,A,Normal value,D_PER_1000_B,"Deaths per 1,000 live births",,,,,,2012.5,,,,,,1,,,91.9937602260041,100.733247796311,,,,
UNSDG_SUBSAHARANAFRICA,Sub-Saharan Africa,MRY0T4,Under-five mortality rate,_T,Total,_T,Total,UN_IGME,UN IGME estimate,2023,2023,,,2013-06,92.4331695564963,,,,,A,Normal value,D_PER_1000_B,"Deaths per 1,000 live births",,,,,,2013.5,,,,,,1,,,88.441685188778,97.7610136043828,,,,
UNSDG_SUBSAHARANAFRICA,Sub-Saharan Africa,MRY0T4,Under-five mortality rate,_T,Total,_T,Total,UN_IGME,UN IGME estimate,2023,2023,,,2014-06,91.2406191981529,,,,,A,Normal value,D_PER_1000_B,"Deaths per 1,000 live births",,,,,,2014.5,,,,,,1,,,86.8923308308961,97.346591626829,,,,
UNSDG_SUBSAHARANAFRICA,Sub-Saharan Africa,MRY0T4,Under-five mortality rate,_T,Total,_T,Total,UN_IGME,UN IGME estimate,2023,2023,,,2015-06,89.0293265356996,,,,,A,Normal value,D_PER_1000_B,"Deaths per 1,000 live births",,,,,,2015.5,,,,,,1,,,84.3209559364635,95.9620794441299,,,,
UNSDG_SUBSAHARANAFRICA,Sub-Saharan Africa,MRY0T4,Under-five mortality rate,_T,Total,_T,Total,UN_IGME,UN IGME estimate,2023,2023,,,2016-06,86.7824596120172,,,,,A,Normal value,D_PER_1000_B,"Deaths per 1,000 live births",,,,,,2016.5,,,,,,1,,,81.7649652617072,94.537403286099,,,,
UNSDG_SUBSAHARANAFRICA,Sub-Saharan Africa,MRY0T4,Under-five mortality rate,_T,Total,_T,Total,UN_IGME,UN IGME estimate,2023,2023,,,2017-06,85.0752978723915,,,,,A,Normal value,D_PER_1000_B,"Deaths per 1,000 live births",,,,,,2017.5,,,,,,1,,,79.7546177371564,93.9048231008244,,,,
UNSDG_SUBSAHARANAFRICA,Sub-Saharan Africa,MRY0T4,Under-five mortality rate,_T,Total,_T,Total,UN_IGME,UN IGME estimate,2023,2023,,,2018-06,80.637477626226,,,,,A,Normal value,D_PER_1000_B,"Deaths per 1,000 live births",,,,,,2018.5,,,,,,1,,,75.1484351049038,89.6224774410623,,,,
UNSDG_SUBSAHARANAFRICA,Sub-Saharan Africa,MRY0T4,Under-five mortality rate,_T,Total,_T,Total,UN_IGME,UN IGME estimate,2023,2023,,,2019-06,78.5643212058636,,,,,A,Normal value,D_PER_1000_B,"Deaths per 1,000 live births",,,,,,2019.5,,,,,,1,,,72.8114768574115,88.2484405177702,,,,
UNSDG_SUBSAHARANAFRICA,Sub-Saharan Africa,MRY0T4,Under-five mortality rate,_T,Total,_T,Total,UN_IGME,UN IGME estimate,2023,2023,,,2020-06,75.4520862920945,,,,,A,Normal value,D_PER_1000_B,"Deaths per 1,000 live births",,,,,,2020.5,,,,,,1,,,69.4271134415714,86.1063051028927,,,,
UNSDG_SUBSAHARANAFRICA,Sub-Saharan Africa,MRY0T4,Under-five mortality rate,_T,Total,_T,Total,UN_IGME,UN IGME estimate,2023,2023,,,2021-06,73.5039907628449,,,,,A,Normal value,D_PER_1000_B,"Deaths per 1,000 live births",,,,,,2021.5,,,,,,1,,,67.2355253173801,84.9793163120267,,,,
UNSDG_SUBSAHARANAFRICA,Sub-Saharan Africa,MRY0T4,Under-five mortality rate,_T,Total,_T,Total,UN_IGME,UN IGME estimate,2023,2023,,,2022-06,73.6342907714025,,,,,A,Normal value,D_PER_1000_B,"Deaths per 1,000 live births",,,,,,2022.5,,,,,,1,,,67.0912345251975,86.4768581293039,,,,
UNSDG_SUBSAHARANAFRICA,Sub-Saharan Africa,MRY0T4,Under-five mortality rate,_T,Total,_T,Total,UN_IGME,UN IGME estimate,2023,2023,,,2023-06,68.8192851545085,,,,,A,Normal value,D_PER_1000_B,"Deaths per 1,000 live births",,,,,,2023.5,,,,,,1,,,62.2006706764465,82.2001223071513,,,,
